StepCount,Reward
5520000,-340.37420
5530000,-337.44500
5540000,-340.51580
5550000,-337.58660
5560000,-340.65740
5570000,-344.72820
5580000,-344.79900
5590000,-347.86980
5600000,-349.94060
5610000,-351.01140
5620000,-352.08220
5630000,-353.15300
5640000,-355.22380
5650000,-356.29460
5660000,-360.36540
5670000,-362.43620
5680000,-363.50700
5690000,-363.57780
5700000,-365.64860
5710000,-366.71940
5720000,-363.79020
5730000,-366.86100
5740000,-360.93180
5750000,-367.00260
5760000,-367.07340
5770000,-366.14420
5780000,-366.21500
5790000,-363.28580
5800000,-367.35660
5810000,-368.42740
5820000,-368.49820
5830000,-365.56900
5840000,-360.63980
5850000,-356.71060
5860000,-356.78140
5870000,-356.85220
5880000,-361.92300
5890000,-363.99380
5900000,-368.06460
5910000,-371.13540
5920000,-373.20620
5930000,-369.27700
5940000,-367.34780
5950000,-368.41860
5960000,-367.48940
5970000,-369.56020
5980000,-372.63100
5990000,-367.70180
6000000,-366.77260
6010000,-368.84340
6020000,-371.91420
6030000,-372.98500
6040000,-368.05580
6050000,-366.12660
6060000,-367.19740
6070000,-367.26820
6080000,-368.33900
6090000,-371.40980
6100000,-375.48060
6110000,-380.55140
6120000,-382.62220
6130000,-381.69300
6140000,-383.76380
6150000,-384.83460
6160000,-380.90540
6170000,-378.97620
6180000,-376.04700
6190000,-379.11780
6200000,-377.18860
6210000,-379.25940
6220000,-381.33020
6230000,-384.40100
6240000,-377.47180
6250000,-379.54260
6260000,-379.61340
6270000,-380.68420
6280000,-382.75500
6290000,-387.82580
6300000,-389.89660
6310000,-388.96740
6320000,-394.03820
6330000,-391.10900
6340000,-393.17980
6350000,-390.25060
6360000,-390.32140
6370000,-386.39220
6380000,-385.46300
6390000,-385.53380
6400000,-385.60460
6410000,-389.67540
6420000,-389.74620
6430000,-392.81700
6440000,-392.88780
6450000,-388.95860
6460000,-391.02940
6470000,-391.10030
6480000,-391.17110
6490000,-398.24190
6500000,-400.31270
6510000,-399.38350
6520000,-397.45430
6530000,-397.52510
6540000,-400.59590
6550000,-398.66670
6560000,-396.73750
6570000,-397.80830
6580000,-398.87910
6590000,-402.94990
6600000,-401.02070
6610000,-404.09150
6620000,-408.16230
6630000,-408.23310
6640000,-404.30390
6650000,-406.37470
6660000,-408.44550
6670000,-408.51630
6680000,-411.58710
6690000,-410.65790
6700000,-409.72870
6710000,-414.79950
6720000,-415.87030
6730000,-418.94110
6740000,-420.01190
6750000,-422.08270
6760000,-426.15350
6770000,-427.22430
6780000,-429.29510
6790000,-431.36590
6800000,-432.43670
6810000,-435.50750
6820000,-439.57830
6830000,-439.64910
6840000,-439.71990
6850000,-440.79070
6860000,-444.86150
6870000,-446.93230
6880000,-445.00310
6890000,-443.07390
6900000,-447.14470
6910000,-449.21550
6920000,-450.28630
6930000,-453.35710
6940000,-454.42790
6950000,-458.49870
6960000,-455.56950
6970000,-454.64030
6980000,-450.71110
6990000,-446.78190
7000000,-448.85270
7010000,-448.92350
7020000,-447.99430
7030000,-442.06510
7040000,-444.13590
7050000,-443.20670
7060000,-447.27750
7070000,-449.34830
7080000,-451.41910
7090000,-454.48990
7100000,-453.56070
7110000,-456.63150
7120000,-459.70230
7130000,-463.77310
7140000,-466.84390
7150000,-467.91470
7160000,-470.98550
7170000,-473.05630
7180000,-479.12710
7190000,-484.19790
7200000,-481.26870
7210000,-485.33950
7220000,-486.41030
7230000,-491.48110
7240000,-495.55190
7250000,-492.62270
7260000,-491.69350
7270000,-493.76430
7280000,-486.83510
7290000,-490.90590
7300000,-487.97670
7310000,-485.04750
7320000,-483.11830
7330000,-487.18910
7340000,-486.25990
7350000,-484.33070
7360000,-482.40150
7370000,-483.47230
7380000,-482.54310
7390000,-482.61390
7400000,-485.68470
7410000,-487.75550
7420000,-489.82630
7430000,-490.89710
7440000,-494.96790
7450000,-497.03870
7460000,-500.10950
7470000,-503.18030
7480000,-506.25110
7490000,-509.32190
7500000,-507.39270
7510000,-503.46350
7520000,-508.53430
7530000,-507.60510
7540000,-507.67590
7550000,-509.74670
7560000,-514.61100
7570000,-518.37660
7580000,-522.14220
7590000,-519.90780
7600000,-521.67350
7610000,-520.43910
7620000,-518.20470
7630000,-522.97030
7640000,-524.73600
7650000,-523.50160
7660000,-526.26720
7670000,-528.03280
7680000,-519.79850
7690000,-521.56410
7700000,-513.35240
7710000,-515.15510
7720000,-509.15360
7730000,-512.21760
7740000,-513.98440
7750000,-515.75010
7760000,-517.51570
7770000,-517.28130
7780000,-517.04690
7790000,-512.81770
7800000,-517.58340
7810000,-517.34900
7820000,-518.11460
7830000,-518.88020
7840000,-522.64590
7850000,-521.41150
7860000,-519.17710
7870000,-517.94270
7880000,-518.70840
7890000,-518.47400
7900000,-518.23960
7910000,-515.00520
7920000,-516.77090
7930000,-516.53650
7940000,-519.30210
7950000,-519.06770
7960000,-515.83340
7970000,-520.59900
7980000,-523.36460
7990000,-525.13020
8000000,-527.89590
8010000,-527.66150
8020000,-529.42710
8030000,-532.19270
8040000,-534.95840
8050000,-538.72400
8060000,-542.48960
8070000,-541.25520
8080000,-542.02090
8090000,-539.78650
8100000,-543.55210
8110000,-548.31770
8120000,-549.08340
8130000,-548.84900
8140000,-549.61460
8150000,-552.38020
8160000,-553.14590
8170000,-552.91150
8180000,-551.67710
8190000,-556.44270
8200000,-551.20840
8210000,-551.97400
8220000,-551.73960
8230000,-556.50520
8240000,-561.27090
8250000,-565.03650
8260000,-564.80210
8270000,-569.56770
8280000,-573.33340
8290000,-575.09900
8300000,-571.86460
8310000,-571.63020
8320000,-576.39590
8330000,-578.16150
8340000,-580.92710
8350000,-576.69270
8360000,-577.45840
8370000,-580.22400
8380000,-580.98960
8390000,-584.75520
8400000,-579.52090
8410000,-579.28650
8420000,-579.05210
8430000,-579.81770
8440000,-578.58340
8450000,-581.34900
8460000,-578.11460
8470000,-579.88020
8480000,-576.64590
8490000,-576.41150
8500000,-577.17710
8510000,-580.94270
8520000,-573.70840
8530000,-573.47400
8540000,-575.23960
8550000,-578.00520
8560000,-574.77090
8570000,-574.53650
8580000,-572.30210
8590000,-570.06770
8600000,-567.83340
8610000,-572.59900
8620000,-572.36460
8630000,-571.13020
8640000,-572.89590
8650000,-574.66150
8660000,-577.42710
8670000,-578.19270
8680000,-576.95840
8690000,-578.72400
8700000,-579.48960
8710000,-578.25520
8720000,-575.02090
8730000,-576.78650
8740000,-581.55210
8750000,-580.31770
8760000,-579.08340
8770000,-580.84900
8780000,-580.61460
8790000,-583.38020
8800000,-588.14590
8810000,-589.91150
8820000,-592.67710
8830000,-596.44270
8840000,-594.20840
8850000,-593.97400
8860000,-596.73960
8870000,-594.50520
8880000,-596.27090
8890000,-600.03650
8900000,-602.80210
8910000,-607.56770
8920000,-610.33340
8930000,-613.09900
8940000,-613.86460
8950000,-618.63020
8960000,-620.39590
8970000,-620.16150
8980000,-623.92710
8990000,-622.69270
9000000,-619.45840
9010000,-623.22400
9020000,-625.98960
9030000,-628.75520
9040000,-631.52090
9050000,-631.28650
9060000,-634.05210
9070000,-635.81770
9080000,-638.58340
9090000,-640.34900
9100000,-645.11460
9110000,-643.88020
9120000,-642.64590
9130000,-637.41150
9140000,-637.17710
9150000,-638.94270
9160000,-640.70840
9170000,-645.47400
9180000,-643.23960
9190000,-648.00520
9200000,-646.77090
9210000,-647.53650
9220000,-649.30210
9230000,-652.06770
9240000,-652.83340
9250000,-651.59900
9260000,-649.36460
9270000,-643.13020
9280000,-644.89590
9290000,-646.66150
9300000,-648.42710
9310000,-652.19270
9320000,-649.95840
9330000,-648.72400
9340000,-649.48960
9350000,-647.25520
9360000,-647.02090
9370000,-646.78650
9380000,-645.55210
9390000,-643.31770
9400000,-642.08340
9410000,-643.84900
9420000,-644.61460
9430000,-647.38020
9440000,-647.14590
9450000,-647.91150
9460000,-651.67710
9470000,-653.44270
9480000,-656.20840
9490000,-660.97400
9500000,-661.73960
9510000,-663.50520
9520000,-662.27090
9530000,-663.03650
9540000,-661.80210
9550000,-661.56770
9560000,-667.33340
9570000,-670.09900
9580000,-669.86460
9590000,-671.63020
9600000,-670.39590
9610000,-670.16150
9620000,-670.92710
9630000,-671.69270
9640000,-676.45840
9650000,-671.22400
9660000,-672.98960
9670000,-672.75520
9680000,-669.52090
9690000,-667.28650
9700000,-669.05210
9710000,-670.81770
9720000,-673.58340
9730000,-673.34900
9740000,-677.11460
9750000,-682.88020
9760000,-676.64590
9770000,-679.41150
9780000,-685.17710
9790000,-683.94270
9800000,-687.70840
9810000,-687.47400
9820000,-690.23960
9830000,-695.00520
9840000,-693.77090
9850000,-697.53650
9860000,-694.30210
9870000,-695.06770
9880000,-697.83340
9890000,-698.59900
9900000,-703.36460
9910000,-704.13020
9920000,-703.89590
9930000,-709.66150
9940000,-709.42710
9950000,-708.19270
9960000,-709.95840
9970000,-714.72400
9980000,-713.48960
9990000,-716.25520
10000000,-714.02090
10010000,-715.78650
10020000,-718.55210
10030000,-710.31770
10040000,-713.08340
10050000,-715.84900
10060000,-718.61460
10070000,-722.38020
10080000,-720.14590
10090000,-719.91150
10100000,-720.67710
10110000,-718.44270
10120000,-717.20840
10130000,-715.97400
10140000,-718.73960
10150000,-718.50520
10160000,-720.27090
10170000,-723.03650
10180000,-720.80210
10190000,-719.56770
10200000,-717.33340
10210000,-715.09900
10220000,-715.86460
10230000,-719.63020
10240000,-724.39590
10250000,-726.16150
10260000,-723.92710
10270000,-725.69270
10280000,-724.45840
10290000,-726.22400
10300000,-729.98960
10310000,-725.75520
10320000,-721.52090
10330000,-723.28650
10340000,-727.05210
10350000,-729.81770
10360000,-732.58340
10370000,-733.34900
10380000,-734.11460
10390000,-731.88020
10400000,-735.64590
10410000,-734.41150
10420000,-737.17710
10430000,-738.94270
10440000,-739.70840
10450000,-736.47400
10460000,-737.23960
10470000,-736.00520
10480000,-736.77090
10490000,-738.53650
10500000,-741.30210
10510000,-742.06770
10520000,-738.83340
10530000,-741.59900
10540000,-743.36460
10550000,-747.13020
10560000,-750.89590
10570000,-752.66150
10580000,-754.42710
10590000,-755.19270
10600000,-755.95840
10610000,-757.72400
10620000,-757.48960
10630000,-761.25520
10640000,-761.02090
10650000,-758.78650
10660000,-758.55210
10670000,-757.31770
10680000,-752.08340
10690000,-754.84900
10700000,-757.61460
10710000,-750.38020
10720000,-752.14590
10730000,-753.91150
10740000,-757.67710
10750000,-761.44270
10760000,-759.20840
10770000,-759.97400
10780000,-759.73960
10790000,-757.50520
10800000,-757.27090
10810000,-756.03650
10820000,-754.80210
10830000,-755.56770
10840000,-758.33340
10850000,-762.09900
10860000,-765.86460
10870000,-767.63020
10880000,-769.39590
10890000,-769.16150
10900000,-766.92710
10910000,-768.69270
10920000,-770.45840
10930000,-773.22400
10940000,-772.98960
10950000,-772.75520
10960000,-776.52090
10970000,-776.28650
10980000,-781.05210
10990000,-783.81770
11000000,-788.58340
11010000,-791.34900
11020000,-794.11460
11030000,-794.88020
11040000,-799.64590
11050000,-802.41150
11060000,-804.17710
11070000,-805.94270
11080000,-808.70840
11090000,-812.47400
11100000,-814.23960
11110000,-819.00520
11120000,-817.77090
11130000,-817.53650
11140000,-822.30210
11150000,-827.06770
11160000,-829.83340
11170000,-820.59900
11180000,-823.36460
11190000,-822.13020
11200000,-824.89590
11210000,-826.66150
11220000,-825.42710
11230000,-825.19270
11240000,-829.95840
11250000,-829.72400
11260000,-834.48960
11270000,-832.25520
11280000,-830.02090
11290000,-831.78650
11300000,-828.55210
11310000,-826.31770
11320000,-831.08340
11330000,-833.84900
11340000,-835.61460
11350000,-836.38020
11360000,-838.14590
11370000,-842.91150
11380000,-841.67710
11390000,-843.44270
11400000,-847.20840
11410000,-843.97400
11420000,-848.73960
11430000,-848.50520
11440000,-851.27090
11450000,-854.03650
11460000,-855.80210
11470000,-854.56770
11480000,-853.33340
11490000,-852.09900
11500000,-855.86460
11510000,-857.63020
11520000,-857.39590
11530000,-854.16150
11540000,-855.92710
11550000,-859.69270
11560000,-858.45840
11570000,-857.22400
11580000,-855.98960
11590000,-856.75520
11600000,-860.52090
11610000,-862.28650
11620000,-864.05210
11630000,-867.81770
11640000,-861.58340
11650000,-865.34900
11660000,-867.11460
11670000,-872.88020
11680000,-877.64590
11690000,-879.41150
11700000,-883.17710
11710000,-881.94270
11720000,-885.70840
11730000,-885.47400
11740000,-886.23960
11750000,-889.00520
11760000,-887.77090
11770000,-887.53650
11780000,-883.30210
11790000,-882.06770
11800000,-883.83340
11810000,-883.59900
11820000,-882.36460
11830000,-883.13020
11840000,-879.89590
11850000,-879.66150
11860000,-878.42710
11870000,-883.19270
11880000,-888.95840
11890000,-886.72400
11900000,-889.48960
11910000,-887.25520
11920000,-890.02090
11930000,-886.78650
11940000,-879.55210
11950000,-878.31770
11960000,-881.08340
11970000,-884.84900
11980000,-885.61460
11990000,-886.38020
12000000,-880.14590
12010000,-883.91150
12020000,-885.67710
12030000,-888.44270
12040000,-888.20840
12050000,-888.97400
12060000,-886.73960
12070000,-890.50520
12080000,-892.27090
12090000,-890.03650
12100000,-893.80210
12110000,-895.56770
12120000,-888.33340
12130000,-889.09900
12140000,-889.86460
12150000,-889.63020
12160000,-892.39590
12170000,-893.16150
12180000,-888.92710
12190000,-888.69270
12200000,-891.45840
12210000,-891.22400
12220000,-884.98960
12230000,-887.75520
12240000,-892.52090
12250000,-893.28650
12260000,-897.05210
12270000,-891.81770
12280000,-891.58340
12290000,-891.34900
12300000,-895.11460
12310000,-889.88020
12320000,-894.64590
12330000,-897.41150
12340000,-898.17710
12350000,-900.94270
12360000,-900.70840
12370000,-903.47400
12380000,-904.23960
12390000,-907.00520
12400000,-910.77090
12410000,-896.53650
12420000,-898.30210
12430000,-894.06770
12440000,-895.83340
12450000,-896.59900
12460000,-897.36460
12470000,-894.13020
12480000,-890.89590
12490000,-891.66150
12500000,-885.42710
12510000,-888.19270
12520000,-885.95840
12530000,-885.72400
12540000,-887.48960
12550000,-893.25520
12560000,-894.02090
12570000,-896.78650
12580000,-898.55210
12590000,-899.31770
12600000,-901.08340
12610000,-889.84900
12620000,-892.61460
12630000,-895.38020
12640000,-894.14590
12650000,-894.91150
12660000,-896.67710
12670000,-897.44270
12680000,-893.20840
12690000,-891.97400
12700000,-887.73960
12710000,-887.50520
12720000,-884.27090
12730000,-885.03650
12740000,-887.80210
12750000,-888.56770
12760000,-887.33340
12770000,-886.09900
12780000,-885.86460
12790000,-888.63020
12800000,-889.39590
12810000,-895.16150
12820000,-894.92710
12830000,-898.69270
12840000,-898.45840
12850000,-902.22400
12860000,-902.98960
12870000,-903.75520
12880000,-898.52090
12890000,-900.28650
12900000,-906.05210
12910000,-901.81770
12920000,-903.58340
12930000,-902.34900
12940000,-907.11460
12950000,-909.88020
12960000,-908.64590
12970000,-909.41150
12980000,-909.17710
12990000,-905.94270
13000000,-908.70840
13010000,-914.47400
13020000,-912.23960
13030000,-910.00520
13040000,-910.77090
13050000,-909.53650
13060000,-913.30210
13070000,-915.06770
13080000,-914.83340
13090000,-916.59900
13100000,-918.36460
13110000,-916.13020
13120000,-915.89590
13130000,-914.66150
13140000,-913.42710
13150000,-915.19270
13160000,-913.95840
13170000,-916.72400
13180000,-918.48960
13190000,-919.25520
13200000,-918.02090
13210000,-917.78650
13220000,-914.55210
13230000,-914.31770
13240000,-913.08340
13250000,-912.84900
13260000,-914.61460
13270000,-916.38020
13280000,-915.14590
13290000,-917.91150
13300000,-920.67710
13310000,-920.44270
13320000,-921.20840
13330000,-922.97400
13340000,-920.73960
13350000,-925.50520
13360000,-929.27090
13370000,-931.03650
13380000,-933.80210
13390000,-928.56770
13400000,-925.33340
13410000,-928.09900
13420000,-931.86460
13430000,-934.63020
13440000,-937.39590
13450000,-939.16150
13460000,-942.92710
13470000,-937.69270
13480000,-937.45840
13490000,-940.22400
13500000,-934.98960
13510000,-929.75520
13520000,-932.52090
13530000,-933.28650
13540000,-936.05210
13550000,-929.81770
13560000,-927.58340
13570000,-931.34900
13580000,-930.11460
13590000,-934.88020
13600000,-935.64590
13610000,-931.41150
13620000,-933.17710
13630000,-932.94270
13640000,-935.70840
13650000,-935.47400
13660000,-936.23960
13670000,-935.00520
13680000,-934.77090
13690000,-933.53650
13700000,-936.30210
13710000,-934.06770
13720000,-935.83340
13730000,-937.59900
13740000,-937.36460
13750000,-942.13020
13760000,-944.89590
13770000,-936.66150
13780000,-936.42710
13790000,-937.19270
13800000,-934.95840
13810000,-934.72400
13820000,-934.48960
13830000,-936.25520
13840000,-937.02090
13850000,-937.78650
13860000,-942.55210
13870000,-942.31770
13880000,-941.08340
13890000,-938.84900
13900000,-943.61460
13910000,-942.38020
13920000,-946.14590
13930000,-941.91150
13940000,-941.67710
13950000,-937.44270
13960000,-940.20840
13970000,-941.97400
13980000,-941.73960
13990000,-940.50520
14000000,-943.27090
14010000,-942.03650
14020000,-938.80210
14030000,-943.56770
14040000,-942.33340
14050000,-941.09900
14060000,-936.86460
14070000,-940.63020
