StepCount,Reward
14080000,-943.39590
14090000,-942.16150
14100000,-945.92710
14110000,-946.69270
14120000,-942.45840
14130000,-946.22400
14140000,-946.98960
14150000,-944.75520
14160000,-943.52090
14170000,-946.28650
14180000,-950.05210
14190000,-955.81770
14200000,-958.58340
14210000,-963.34900
14220000,-966.11460
14230000,-966.88020
14240000,-967.64590
14250000,-968.41150
14260000,-971.17710
14270000,-973.94270
14280000,-977.70840
14290000,-979.47400
14300000,-985.23960
14310000,-986.00520
14320000,-989.77090
14330000,-986.53650
14340000,-986.30210
14350000,-990.06770
14360000,-993.83340
14370000,-993.59900
14380000,-995.36460
14390000,-996.13020
14400000,-998.89590
14410000,-1002.66100
14420000,-999.42710
14430000,-994.19270
14440000,-992.95840
14450000,-996.72400
14460000,-998.48960
14470000,-1001.25500
14480000,-1006.02100
14490000,-1007.78600
14500000,-1005.55200
14510000,-1007.31800
14520000,-1004.08300
14530000,-1003.84900
14540000,-1002.61500
14550000,-999.38020
14560000,-999.14590
14570000,-994.91150
14580000,-999.67710
14590000,-999.44270
14600000,-1000.20800
14610000,-999.97400
14620000,-1002.74000
14630000,-1002.50500
14640000,-999.27090
14650000,-1000.03600
14660000,-999.80210
14670000,-999.56770
14680000,-1005.33300
14690000,-1008.09900
14700000,-1010.86500
14710000,-1007.63000
14720000,-1007.39600
14730000,-1009.16100
14740000,-1009.92700
14750000,-1009.69300
14760000,-1008.45800
14770000,-1013.22400
14780000,-1011.99000
14790000,-1011.75500
14800000,-1014.52100
14810000,-1009.28600
14820000,-1011.05200
14830000,-1009.81800
14840000,-1015.58300
14850000,-1012.34900
14860000,-1011.11500
14870000,-1011.88000
14880000,-1014.64600
14890000,-1017.41100
14900000,-1017.17700
14910000,-1018.94300
14920000,-1021.70800
14930000,-1023.47400
14940000,-1025.24000
14950000,-1026.00500
14960000,-1022.77100
14970000,-1022.53600
14980000,-1021.30200
14990000,-1019.06800
15000000,-1022.83300
15010000,-1025.59900
15020000,-1025.36500
15030000,-1026.13000
15040000,-1024.89600
15050000,-1028.66100
15060000,-1027.42700
15070000,-1024.19300
15080000,-1023.95800
15090000,-1023.72400
15100000,-1025.49000
15110000,-1026.25500
15120000,-1026.02100
15130000,-1030.78600
15140000,-1032.55200
15150000,-1032.31800
15160000,-1034.08300
15170000,-1036.84900
15180000,-1036.61500
15190000,-1037.38000
15200000,-1038.14600
15210000,-1039.91100
15220000,-1039.67700
15230000,-1039.44300
15240000,-1042.20800
15250000,-1044.97400
15260000,-1044.74000
15270000,-1048.50500
15280000,-1052.27100
15290000,-1055.03600
15300000,-1055.80200
15310000,-1054.56800
15320000,-1056.33300
15330000,-1058.09900
15340000,-1061.86500
15350000,-1067.63000
15360000,-1066.39600
15370000,-1069.16100
15380000,-1071.92700
15390000,-1076.69300
15400000,-1077.45800
15410000,-1083.22400
15420000,-1084.99000
15430000,-1084.75500
15440000,-1090.52100
15450000,-1089.28600
15460000,-1089.05200
15470000,-1089.81800
15480000,-1095.58300
15490000,-1096.34900
15500000,-1099.11500
15510000,-1099.88000
15520000,-1103.64600
15530000,-1106.41100
15540000,-1109.17700
15550000,-1109.94300
15560000,-1109.70800
15570000,-1114.47400
15580000,-1120.24000
15590000,-1124.00500
15600000,-1125.77100
15610000,-1127.53600
15620000,-1130.30200
15630000,-1134.06800
15640000,-1133.83300
15650000,-1136.59900
15660000,-1140.36500
15670000,-1139.13000
15680000,-1140.89600
15690000,-1138.66100
15700000,-1128.42700
15710000,-1128.19300
15720000,-1131.95800
15730000,-1133.72400
15740000,-1134.49000
15750000,-1136.25500
15760000,-1140.02100
15770000,-1143.78600
15780000,-1144.55200
15790000,-1144.31800
15800000,-1144.08300
15810000,-1137.84900
15820000,-1137.61500
15830000,-1141.38000
15840000,-1140.14600
15850000,-1140.91100
15860000,-1137.67700
15870000,-1132.44300
15880000,-1137.20800
15890000,-1135.97400
15900000,-1137.74000
15910000,-1141.50500
15920000,-1139.27100
15930000,-1142.03600
15940000,-1139.80200
15950000,-1142.56800
15960000,-1141.33300
15970000,-1135.09900
15980000,-1135.86500
15990000,-1137.63000
16000000,-1136.39600
16010000,-1134.16100
16020000,-1131.92700
16030000,-1130.69300
16040000,-1127.45800
16050000,-1126.22400
16060000,-1128.99000
16070000,-1130.75500
16080000,-1129.52100
16090000,-1129.28600
16100000,-1128.05200
16110000,-1127.81800
16120000,-1122.58300
16130000,-1125.34900
16140000,-1129.11500
16150000,-1127.88000
16160000,-1126.64600
16170000,-1124.41100
16180000,-1124.17700
16190000,-1128.94300
16200000,-1128.70800
16210000,-1128.47400
16220000,-1133.24000
16230000,-1134.00500
16240000,-1137.77100
16250000,-1141.53600
16260000,-1144.30200
16270000,-1151.06800
16280000,-1153.83300
16290000,-1155.59900
16300000,-1157.36500
16310000,-1150.13000
16320000,-1143.89600
16330000,-1146.66100
16340000,-1146.42700
16350000,-1142.19300
16360000,-1138.95800
16370000,-1137.72400
16380000,-1135.49000
16390000,-1126.25500
16400000,-1130.02100
16410000,-1128.78600
16420000,-1132.55200
16430000,-1134.31800
16440000,-1135.08300
16450000,-1129.84900
16460000,-1125.61500
16470000,-1126.38000
16480000,-1127.14600
16490000,-1129.91100
16500000,-1129.67700
16510000,-1135.44300
16520000,-1135.20800
16530000,-1133.97400
16540000,-1128.74000
16550000,-1133.50500
16560000,-1134.27100
16570000,-1132.03600
16580000,-1130.80200
16590000,-1123.56800
16600000,-1125.33300
16610000,-1121.09900
16620000,-1125.86500
16630000,-1130.63000
16640000,-1126.39600
16650000,-1130.16100
16660000,-1129.92700
16670000,-1133.69300
16680000,-1134.45800
16690000,-1134.22400
16700000,-1135.99000
16710000,-1136.75500
16720000,-1140.52100
16730000,-1138.28600
16740000,-1140.05200
16750000,-1142.81800
16760000,-1143.58300
16770000,-1146.34900
16780000,-1148.11500
16790000,-1152.88000
16800000,-1154.64600
16810000,-1157.41100
16820000,-1155.17700
16830000,-1156.94300
16840000,-1150.70800
16850000,-1153.47400
16860000,-1152.24000
16870000,-1148.00500
16880000,-1145.77100
16890000,-1148.53600
16900000,-1144.30200
16910000,-1149.06800
16920000,-1150.83300
16930000,-1145.59900
16940000,-1143.36500
16950000,-1143.13000
16960000,-1148.89600
16970000,-1149.66100
16980000,-1151.42700
16990000,-1150.19300
17000000,-1146.95800
17010000,-1142.72400
17020000,-1145.49000
17030000,-1145.25500
17040000,-1145.02100
17050000,-1145.78600
17060000,-1143.55200
17070000,-1147.31800
17080000,-1146.08300
17090000,-1146.84900
17100000,-1151.61500
17110000,-1151.38000
17120000,-1154.14600
17130000,-1155.91100
17140000,-1151.67700
17150000,-1153.44300
17160000,-1154.20800
17170000,-1156.97400
17180000,-1154.74000
17190000,-1155.50500
17200000,-1159.27100
17210000,-1162.03600
17220000,-1162.80200
17230000,-1162.56800
17240000,-1162.33300
17250000,-1164.09900
17260000,-1164.86500
17270000,-1163.63000
17280000,-1167.39600
17290000,-1163.16100
17300000,-1167.92700
17310000,-1169.69300
17320000,-1174.45800
17330000,-1169.22400
17340000,-1166.99000
17350000,-1157.75500
17360000,-1158.52100
17370000,-1161.28600
17380000,-1157.05200
17390000,-1159.81800
17400000,-1163.58300
17410000,-1164.34900
17420000,-1168.11500
17430000,-1170.88000
17440000,-1170.64600
17450000,-1175.41100
17460000,-1175.17700
17470000,-1173.94300
17480000,-1173.70800
17490000,-1176.47400
17500000,-1174.24000
17510000,-1176.00500
17520000,-1177.77100
17530000,-1183.53600
17540000,-1184.30200
17550000,-1188.06800
17560000,-1187.83300
17570000,-1191.59900
17580000,-1195.36500
17590000,-1197.13000
17600000,-1198.89600
17610000,-1198.66100
17620000,-1202.42700
17630000,-1205.19300
17640000,-1208.95800
17650000,-1199.72400
17660000,-1169.49000
17670000,-1145.25500
17680000,-1127.02100
17690000,-1131.68700
17700000,-1135.45200
17710000,-1140.21800
17720000,-1142.98400
17730000,-1144.74900
17740000,-1145.51500
17750000,-1145.28000
17760000,-1143.04600
17770000,-1142.81200
17780000,-1142.57700
17790000,-1145.34300
17800000,-1150.10900
17810000,-1150.87400
17820000,-1150.64000
17830000,-1151.40500
17840000,-1156.17100
17850000,-1155.93700
17860000,-1154.70200
17870000,-1153.46800
17880000,-1148.23400
17890000,-1143.99900
17900000,-1146.76500
17910000,-1149.53000
17920000,-1153.29600
17930000,-1155.06200
17940000,-1150.82700
17950000,-1152.59300
17960000,-1152.35900
17970000,-1154.12400
17980000,-1150.89000
17990000,-1152.65500
18000000,-1151.42100
18010000,-1151.18700
18020000,-1152.95200
18030000,-1149.71800
18040000,-1148.48400
18050000,-1147.24900
18060000,-1145.01500
18070000,-1143.78000
18080000,-1144.54600
18090000,-1146.31200
18100000,-1141.07700
18110000,-1142.84300
18120000,-1145.60900
18130000,-1148.37400
18140000,-1151.14000
18150000,-1152.90500
18160000,-1149.67100
18170000,-1154.43700
18180000,-1151.20200
18190000,-1147.96800
18200000,-1145.73400
18210000,-1144.49900
18220000,-1145.26500
18230000,-1146.03000
18240000,-1143.79600
18250000,-1146.56200
18260000,-1145.32700
18270000,-1146.09300
18280000,-1144.85900
18290000,-1142.62400
18300000,-1145.39000
18310000,-1149.15500
18320000,-1151.92100
18330000,-1155.68700
18340000,-1159.45200
18350000,-1164.21800
18360000,-1165.98400
18370000,-1166.74900
18380000,-1165.51500
18390000,-1169.28000
18400000,-1172.04600
18410000,-1171.81200
18420000,-1174.57700
18430000,-1176.34300
18440000,-1178.10900
18450000,-1179.87400
18460000,-1182.64000
18470000,-1183.40500
18480000,-1183.17100
18490000,-1176.93700
18500000,-1177.70200
18510000,-1177.46800
18520000,-1175.23400
18530000,-1173.99900
18540000,-1171.76500
18550000,-1171.53000
18560000,-1168.29600
18570000,-1169.06200
18580000,-1168.82700
18590000,-1164.59300
18600000,-1167.35900
18610000,-1165.12400
18620000,-1164.89000
18630000,-1167.65500
18640000,-1169.42100
18650000,-1168.18700
18660000,-1167.95200
18670000,-1165.71800
18680000,-1165.48400
18690000,-1167.24900
18700000,-1170.01500
18710000,-1166.78000
18720000,-1161.54600
18730000,-1162.31200
18740000,-1163.07700
18750000,-1164.84300
18760000,-1162.60900
18770000,-1161.37400
18780000,-1160.14000
18790000,-1160.90500
18800000,-1158.67100
18810000,-1162.43700
18820000,-1162.20200
18830000,-1163.96800
18840000,-1162.73400
18850000,-1165.49900
18860000,-1165.26500
18870000,-1161.03000
18880000,-1158.79600
18890000,-1160.56200
18900000,-1162.32700
18910000,-1161.09300
18920000,-1157.85900
18930000,-1159.62400
18940000,-1159.39000
18950000,-1157.15500
18960000,-1158.92100
18970000,-1159.68700
18980000,-1157.45200
18990000,-1157.21800
19000000,-1158.98400
19010000,-1156.74900
19020000,-1160.51500
19030000,-1159.28000
19040000,-1157.04600
19050000,-1158.81200
19060000,-1160.57700
19070000,-1161.34300
19080000,-1164.10900
19090000,-1163.87400
19100000,-1161.64000
19110000,-1161.40500
19120000,-1161.17100
19130000,-1163.93700
19140000,-1164.70200
19150000,-1164.46800
19160000,-1149.23400
19170000,-1128.99900
19180000,-1129.76500
19190000,-1129.53000
19200000,-1133.29600
19210000,-1135.06200
19220000,-1132.82700
19230000,-1131.59300
19240000,-1130.35900
19250000,-1135.12400
19260000,-1135.89000
19270000,-1137.65500
19280000,-1136.42100
19290000,-1140.18700
19300000,-1139.95200
19310000,-1141.71800
19320000,-1141.48400
19330000,-1141.24900
19340000,-1141.01500
19350000,-1138.78000
19360000,-1140.54600
19370000,-1143.31200
19380000,-1144.07700
19390000,-1141.84300
19400000,-1136.60900
19410000,-1135.37400
19420000,-1135.14000
19430000,-1133.90500
19440000,-1130.67100
19450000,-1130.43700
19460000,-1132.20200
19470000,-1134.96800
19480000,-1139.73400
19490000,-1137.49900
19500000,-1140.26500
19510000,-1142.03000
19520000,-1143.79600
19530000,-1148.56200
19540000,-1151.32700
19550000,-1150.09300
19560000,-1151.85900
19570000,-1155.62400
19580000,-1155.39000
19590000,-1154.15500
19600000,-1155.92100
19610000,-1154.68700
19620000,-1157.45200
19630000,-1157.21800
19640000,-1154.98400
19650000,-1154.74900
19660000,-1152.51500
19670000,-1153.28000
19680000,-1152.04600
19690000,-1152.81200
19700000,-1156.57700
19710000,-1159.34300
19720000,-1163.10900
19730000,-1164.87400
19740000,-1167.64000
19750000,-1165.40500
19760000,-1166.17100
19770000,-1164.93700
19780000,-1164.70200
19790000,-1166.46800
19800000,-1169.23400
19810000,-1169.99900
19820000,-1173.76500
19830000,-1173.53000
19840000,-1176.29600
19850000,-1179.06200
19860000,-1178.82700
19870000,-1180.59300
19880000,-1181.35900
19890000,-1183.12400
19900000,-1180.89000
19910000,-1179.65500
19920000,-1181.42100
19930000,-1180.18700
19940000,-1180.95200
19950000,-1181.71800
19960000,-1185.48400
19970000,-1186.24900
19980000,-1190.01500
19990000,-1188.78000
20000000,-1187.54600
20010000,-1187.31200
20020000,-1188.07700
20030000,-1187.84300
20040000,-1189.60900
20050000,-1192.37400
20060000,-1191.14000
20070000,-1183.90500
20080000,-1183.67100
20090000,-1182.43700
20100000,-1184.20200
20110000,-1185.96800
20120000,-1185.73400
20130000,-1191.49900
20140000,-1191.26500
20150000,-1190.03000
20160000,-1186.79600
20170000,-1188.56200
20180000,-1187.32700
20190000,-1179.09300
20200000,-1180.85900
20210000,-1176.62400
20220000,-1178.39000
20230000,-1181.15500
20240000,-1181.92100
20250000,-1182.68700
20260000,-1182.45200
20270000,-1185.21800
20280000,-1186.98400
20290000,-1188.74900
20300000,-1192.51500
20310000,-1194.28000
20320000,-1194.04600
20330000,-1193.81200
20340000,-1197.57700
20350000,-1201.34300
20360000,-1203.10900
20370000,-1201.87400
20380000,-1198.64000
20390000,-1199.40500
20400000,-1195.17100
20410000,-1194.93700
20420000,-1193.70200
20430000,-1194.46800
20440000,-1195.23400
20450000,-1194.99900
20460000,-1195.76500
20470000,-1198.53000
20480000,-1200.29600
20490000,-1201.06200
20500000,-1198.82700
20510000,-1198.59300
20520000,-1198.35900
20530000,-1201.12400
20540000,-1194.89000
20550000,-1195.65500
20560000,-1197.42100
20570000,-1198.18700
20580000,-1199.95200
20590000,-1197.71800
20600000,-1192.48400
20610000,-1195.24900
20620000,-1196.01500
20630000,-1194.78000
20640000,-1197.54600
20650000,-1195.31200
20660000,-1197.07700
20670000,-1199.84300
20680000,-1200.60900
20690000,-1202.37400
20700000,-1204.14000
20710000,-1202.90500
20720000,-1201.67100
20730000,-1202.43700
20740000,-1203.20200
20750000,-1202.96800
20760000,-1204.73400
20770000,-1207.49900
20780000,-1209.26500
20790000,-1214.03000
20800000,-1206.79600
20810000,-1208.56200
20820000,-1209.32700
20830000,-1209.09300
20840000,-1211.85900
20850000,-1216.62400
20860000,-1218.39000
20870000,-1217.15500
20880000,-1219.92100
20890000,-1221.68700
20900000,-1222.45200
20910000,-1224.21800
20920000,-1227.98400
20930000,-1231.74900
20940000,-1232.51500
20950000,-1233.28000
20960000,-1236.04600
20970000,-1232.81200
20980000,-1230.57700
20990000,-1229.34300
21000000,-1230.10900
21010000,-1230.87400
21020000,-1229.64000
21030000,-1227.40500
21040000,-1230.17100
21050000,-1233.93700
21060000,-1235.70200
21070000,-1235.46800
21080000,-1237.23400
21090000,-1239.99900
21100000,-1240.76500
21110000,-1237.53000
21120000,-1242.29600
21130000,-1244.06200
21140000,-1244.82700
21150000,-1246.59300
21160000,-1248.35900
21170000,-1250.12400
21180000,-1251.89000
21190000,-1252.65500
21200000,-1252.42100
21210000,-1252.18700
21220000,-1252.95200
21230000,-1256.71800
21240000,-1256.48400
21250000,-1258.24900
21260000,-1262.01500
21270000,-1260.78000
21280000,-1258.54600
21290000,-1262.31200
21300000,-1266.07700
21310000,-1269.84300
21320000,-1269.60900
21330000,-1272.37400
21340000,-1267.14000
21350000,-1261.90500
21360000,-1264.67100
21370000,-1267.43700
21380000,-1271.20200
21390000,-1270.96800
21400000,-1272.73400
21410000,-1275.49900
21420000,-1279.26500
21430000,-1280.03000
21440000,-1278.79600
21450000,-1278.56200
21460000,-1278.32700
21470000,-1278.09300
21480000,-1274.85900
21490000,-1275.62400
21500000,-1276.39000
21510000,-1281.15500
21520000,-1275.92100
21530000,-1276.68700
21540000,-1279.45200
21550000,-1281.21800
21560000,-1277.98400
21570000,-1281.74900
21580000,-1281.51500
21590000,-1282.28000
21600000,-1285.04600
21610000,-1284.81200
21620000,-1284.57700
21630000,-1289.34300
21640000,-1287.10900
21650000,-1292.87400
21660000,-1289.64000
21670000,-1288.40500
21680000,-1290.17100
21690000,-1290.93700
21700000,-1295.70200
21710000,-1294.46800
21720000,-1295.23400
21730000,-1296.99900
21740000,-1300.76500
21750000,-1300.53000
21760000,-1304.29600
21770000,-1309.06200
21780000,-1312.82700
21790000,-1313.59300
21800000,-1317.35900
21810000,-1318.12400
21820000,-1318.89000
21830000,-1322.65500
21840000,-1326.42100
21850000,-1323.18700
21860000,-1325.95200
21870000,-1321.71800
21880000,-1323.48400
21890000,-1323.24900
21900000,-1327.01500
21910000,-1332.78000
21920000,-1331.54600
21930000,-1330.31200
21940000,-1331.07700
21950000,-1327.84300
21960000,-1329.60900
21970000,-1331.37400
21980000,-1333.14000
21990000,-1336.90500
22000000,-1339.67100
22010000,-1339.43700
22020000,-1343.20200
22030000,-1347.96800
22040000,-1350.73400
22050000,-1349.49900
22060000,-1350.26500
22070000,-1353.03000
22080000,-1356.79600
22090000,-1360.56200
22100000,-1364.32700
22110000,-1364.09300
22120000,-1366.85900
22130000,-1369.62400
22140000,-1367.39000
22150000,-1370.15500
22160000,-1369.92100
22170000,-1367.68700
22180000,-1372.45200
22190000,-1374.21800
22200000,-1369.98400
22210000,-1371.74900
22220000,-1375.51500
22230000,-1377.28000
22240000,-1380.04600
22250000,-1380.81200
22260000,-1382.57700
22270000,-1384.34300
22280000,-1386.10900
22290000,-1385.87400
22300000,-1386.64000
22310000,-1387.40500
22320000,-1390.17100
22330000,-1391.93700
22340000,-1396.70200
22350000,-1400.46800
22360000,-1404.23400
22370000,-1404.99900
22380000,-1402.76500
22390000,-1404.53000
22400000,-1407.29600
22410000,-1411.06200
22420000,-1409.82700
22430000,-1413.59300
22440000,-1414.35900
22450000,-1418.12400
22460000,-1419.89000
22470000,-1418.65500
22480000,-1416.42100
22490000,-1420.18700
22500000,-1420.95200
22510000,-1425.71800
22520000,-1428.48400
22530000,-1426.24900
22540000,-1428.01500
22550000,-1429.78000
22560000,-1433.54600
22570000,-1435.31200
22580000,-1431.07700
22590000,-1435.84300
22600000,-1437.60900
22610000,-1436.37400
22620000,-1436.14000
22630000,-1437.90500
22640000,-1440.67100
22650000,-1442.43700
22660000,-1446.20200
22670000,-1447.96800
22680000,-1449.73400
22690000,-1448.49900
22700000,-1446.26500
22710000,-1444.03000
22720000,-1442.79600
22730000,-1443.56200
22740000,-1446.32700
22750000,-1443.09300
22760000,-1441.85900
22770000,-1444.62400
22780000,-1445.39000
22790000,-1449.15500
22800000,-1452.92100
22810000,-1456.68700
22820000,-1454.45200
22830000,-1451.21800
22840000,-1453.98400
22850000,-1454.74900
22860000,-1454.51500
22870000,-1458.28000
22880000,-1460.04600
22890000,-1462.81200
22900000,-1458.57700
22910000,-1461.34300
22920000,-1464.10900
22930000,-1461.87400
22940000,-1458.64000
22950000,-1462.40500
22960000,-1463.17100
22970000,-1459.93700
22980000,-1463.70200
22990000,-1459.46800
23000000,-1459.23400
23010000,-1458.99900
23020000,-1463.76500
23030000,-1467.53000
23040000,-1466.29600
23050000,-1469.06200
23060000,-1470.82700
23070000,-1470.59300
23080000,-1471.35900
23090000,-1468.12400
23100000,-1464.89000
23110000,-1465.65500
23120000,-1463.42100
23130000,-1464.18700
23140000,-1465.95200
23150000,-1469.71800
23160000,-1473.48400
23170000,-1473.24900
23180000,-1475.01500
23190000,-1476.78000
23200000,-1470.54600
23210000,-1472.31200
23220000,-1474.07700
23230000,-1474.84300
23240000,-1478.60900
23250000,-1477.37400
23260000,-1470.14000
23270000,-1470.90500
23280000,-1473.67100
23290000,-1476.43700
23300000,-1476.20200
23310000,-1474.96800
23320000,-1481.73400
23330000,-1484.49900
23340000,-1485.26500
23350000,-1485.03000
23360000,-1485.79600
23370000,-1488.56200
23380000,-1489.32700
23390000,-1492.09300
23400000,-1493.85900
23410000,-1490.62400
23420000,-1492.39000
23430000,-1495.15500
23440000,-1493.92100
23450000,-1493.68700
23460000,-1489.45200
23470000,-1491.21800
23480000,-1494.98400
23490000,-1496.74900
23500000,-1497.51500
23510000,-1501.28000
23520000,-1499.04600
23530000,-1496.81200
23540000,-1498.57700
23550000,-1496.34300
23560000,-1492.10900
23570000,-1490.87400
23580000,-1494.64000
23590000,-1490.40500
23600000,-1494.17100
23610000,-1493.93700
23620000,-1496.70200
23630000,-1496.46800
23640000,-1502.23400
23650000,-1504.99900
23660000,-1501.76500
23670000,-1502.53000
23680000,-1504.29600
23690000,-1500.06200
23700000,-1498.82700
23710000,-1499.59300
23720000,-1497.35900
23730000,-1497.12400
23740000,-1499.89000
23750000,-1503.65500
23760000,-1505.42100
23770000,-1509.18700
23780000,-1512.95200
23790000,-1514.71800
23800000,-1515.48400
23810000,-1516.24900
23820000,-1517.01500
23830000,-1515.78000
23840000,-1517.54600
23850000,-1517.31200
23860000,-1522.07700
23870000,-1519.84300
23880000,-1519.60900
23890000,-1521.37400
23900000,-1525.14000
23910000,-1526.90500
23920000,-1527.67100
23930000,-1529.43700
23940000,-1531.20200
23950000,-1533.96800
23960000,-1534.73400
23970000,-1532.49900
23980000,-1528.26500
23990000,-1531.03000
24000000,-1532.79600
24010000,-1535.56200
24020000,-1532.32700
24030000,-1533.09300
24040000,-1534.85900
24050000,-1533.62400
24060000,-1535.39000
24070000,-1533.15500
24080000,-1533.92100
24090000,-1536.68700
24100000,-1536.45200
24110000,-1536.21800
24120000,-1533.98400
24130000,-1539.74900
24140000,-1534.51500
24150000,-1535.28000
24160000,-1536.04600
24170000,-1537.81200
24180000,-1538.57700
24190000,-1540.34300
24200000,-1543.10900
24210000,-1542.87400
24220000,-1540.64000
24230000,-1539.40500
24240000,-1542.17100
24250000,-1539.93700
24260000,-1538.70200
24270000,-1538.46800
24280000,-1538.23400
24290000,-1540.99900
24300000,-1541.76500
24310000,-1540.53000
24320000,-1544.29600
24330000,-1547.06200
24340000,-1550.82700
24350000,-1549.59300
24360000,-1549.35900
24370000,-1550.12400
24380000,-1551.89000
24390000,-1551.65500
24400000,-1552.42100
24410000,-1551.18700
24420000,-1549.95200
24430000,-1553.71800
24440000,-1551.48400
24450000,-1554.24900
24460000,-1557.01500
24470000,-1554.78000
24480000,-1557.54600
24490000,-1559.31200
24500000,-1564.07700
24510000,-1565.84300
24520000,-1565.60900
24530000,-1569.37400
24540000,-1570.14000
24550000,-1571.90500
24560000,-1575.67100
24570000,-1578.43700
24580000,-1576.20200
24590000,-1574.96800
24600000,-1574.73400
24610000,-1578.49900
24620000,-1579.26500
24630000,-1579.03000
24640000,-1579.79600
24650000,-1581.56200
24660000,-1584.32700
24670000,-1589.09300
24680000,-1588.85900
24690000,-1590.62400
24700000,-1590.39000
24710000,-1593.15500
24720000,-1593.92100
24730000,-1594.68700
24740000,-1596.45200
24750000,-1595.21800
24760000,-1595.98400
24770000,-1594.74900
24780000,-1598.51500
24790000,-1600.28000
24800000,-1602.04600
24810000,-1601.81200
24820000,-1605.57700
24830000,-1607.34300
24840000,-1609.10900
24850000,-1609.87400
24860000,-1605.64000
24870000,-1606.40500
24880000,-1601.17100
24890000,-1602.93700
24900000,-1604.70200
24910000,-1606.46800
24920000,-1610.23400
24930000,-1613.99900
24940000,-1612.76500
24950000,-1614.53000
24960000,-1615.29600
24970000,-1612.06200
24980000,-1610.82700
24990000,-1613.59300
25000000,-1617.35900
25010000,-1619.12400
25020000,-1615.89000
25030000,-1620.65500
25040000,-1623.42100
25050000,-1622.18700
25060000,-1619.95200
25070000,-1619.71800
25080000,-1621.48400
25090000,-1624.24900
25100000,-1627.01500
25110000,-1630.78000
25120000,-1628.54600
25130000,-1629.31200
25140000,-1634.07700
25150000,-1628.84300
25160000,-1629.60900
25170000,-1628.37400
25180000,-1629.14000
25190000,-1630.90500
25200000,-1627.67100
25210000,-1629.43700
25220000,-1626.20200
25230000,-1629.96800
25240000,-1632.73400
25250000,-1631.49900
25260000,-1630.26500
25270000,-1634.03000
25280000,-1631.79600
25290000,-1634.56200
25300000,-1633.32700
25310000,-1635.09300
25320000,-1632.85900
25330000,-1632.62400
25340000,-1634.39000
25350000,-1632.15500
25360000,-1631.92100
25370000,-1634.68700
25380000,-1637.45200
25390000,-1633.21800
25400000,-1633.98400
25410000,-1629.74900
25420000,-1624.51500
25430000,-1628.28000
25440000,-1630.04600
25450000,-1630.81200
25460000,-1633.57700
25470000,-1632.34300
25480000,-1634.10900
25490000,-1631.87400
25500000,-1633.64000
25510000,-1633.40500
25520000,-1632.17100
25530000,-1637.93700
25540000,-1641.70200
25550000,-1643.46800
25560000,-1638.23400
25570000,-1633.99900
25580000,-1629.76500
25590000,-1634.53000
25600000,-1635.29600
25610000,-1635.06200
25620000,-1632.82700
25630000,-1632.59300
25640000,-1632.35900
25650000,-1634.12400
25660000,-1635.89000
25670000,-1635.65500
25680000,-1636.42100
25690000,-1636.18700
25700000,-1635.95200
25710000,-1637.71800
25720000,-1640.48400
25730000,-1637.24900
25740000,-1636.01500
25750000,-1636.78000
25760000,-1635.54600
25770000,-1638.31200
25780000,-1638.07700
25790000,-1637.84300
25800000,-1641.60900
25810000,-1640.37400
25820000,-1642.14000
25830000,-1638.90500
25840000,-1636.67100
25850000,-1640.43700
25860000,-1637.20200
25870000,-1638.96800
25880000,-1639.73400
25890000,-1641.49900
25900000,-1636.26500
25910000,-1634.03000
25920000,-1636.79600
25930000,-1635.56200
25940000,-1637.32700
25950000,-1637.09300
25960000,-1640.85900
25970000,-1644.62400
25980000,-1648.39000
25990000,-1650.15500
26000000,-1653.92100
26010000,-1654.68700
26020000,-1656.45200
26030000,-1654.21800
26040000,-1659.98400
26050000,-1659.74900
26060000,-1660.51500
26070000,-1663.28000
26080000,-1663.04600
26090000,-1664.81200
26100000,-1664.57700
26110000,-1667.34300
26120000,-1670.10900
26130000,-1673.87400
26140000,-1674.64000
26150000,-1676.40500
26160000,-1679.17100
26170000,-1676.93700
26180000,-1674.70200
26190000,-1672.46800
26200000,-1673.23400
26210000,-1673.99900
26220000,-1669.76500
26230000,-1669.53000
26240000,-1667.29600
26250000,-1670.06200
26260000,-1668.82700
26270000,-1669.59300
26280000,-1670.35900
26290000,-1671.12400
26300000,-1673.89000
26310000,-1675.65500
26320000,-1680.42100
26330000,-1683.18700
26340000,-1685.95200
26350000,-1683.71800
26360000,-1683.48400
26370000,-1686.24900
26380000,-1688.01500
26390000,-1691.78000
26400000,-1694.54600
26410000,-1700.31200
26420000,-1705.07700
26430000,-1705.84300
26440000,-1705.60900
26450000,-1708.37400
26460000,-1709.14000
26470000,-1711.90500
26480000,-1712.67100
26490000,-1712.43700
26500000,-1711.20200
26510000,-1711.96800
26520000,-1713.73400
26530000,-1716.49900
26540000,-1715.26500
26550000,-1707.03000
26560000,-1706.79600
26570000,-1709.56200
26580000,-1707.32700
26590000,-1711.09300
26600000,-1708.85900
26610000,-1712.62400
26620000,-1714.39000
26630000,-1719.15500
26640000,-1716.92100
26650000,-1717.68700
26660000,-1718.45200
26670000,-1720.21800
26680000,-1720.98400
26690000,-1725.74900
26700000,-1727.51500
26710000,-1728.28000
26720000,-1732.04600
26730000,-1730.81200
26740000,-1727.57700
26750000,-1729.34300
26760000,-1730.10900
26770000,-1730.87400
26780000,-1727.64000
26790000,-1729.40500
26800000,-1734.17100
26810000,-1736.93700
26820000,-1737.70200
26830000,-1738.46800
